Table 1. Summary of Visitor Statistics: 2023 vs. 2022,,,,,,,,,,
,,,,,,,,,,
EXPENDITURE CATEGORY,2023,2022,(%) Change,,,,,,,
     Maui,"55,300 ","65,287 ",-15.3 ,,,,,,,
     Moloka'i,496 ,703 ,-29.4 ,,,,,,,
     Lāna'i,529 ,766 ,-31.0 ,,,,,,,
     Kaua'i,"29,002 ","28,604 ",1.4 ,,,,,,,
     Hawai'i Island,"38,405 ","37,701 ",1.9 ,,,,,,,
Visitor arrivals by cruise ships,"2,060 ","1,380 ",49.3 ,,,,,,,
AVERAGE LENGTH OF STAY,8.95 ,9.23 ,-3.1 ,,,,,,,
Total by air,9.02 ,9.27 ,-2.7 ,,,,,,,
     O'ahu,7.22 ,7.44 ,-3.1 ,,,,,,,
     Maui,8.09 ,8.16 ,-0.8 ,,,,,,,
     Moloka'i,5.45 ,5.92 ,-8.0 ,,,,,,,
     Lāna'i,3.58 ,4.11 ,-12.9 ,,,,,,,
     Kaua'i,7.46 ,7.76 ,-3.8 ,,,,,,,
     Hawai'i Island,7.88 ,8.25 ,-4.5 ,,,,,,,
Visitor arrivals by cruise ships,4.77 ,5.28 ,-9.7 ,,,,,,,
PER PERSON PER DAY SPENDING ($), 239.9 , 231.1 ,3.8 ,,,,,,,
Total by air, 241.2 , 231.9 ,4.0 ,,,,,,,
     O'ahu, 219.5 , 240.4 ,-8.7 ,,,,,,,
     Maui, 287.1 , 244.3 ,17.5 ,,,,,,,
     Moloka'i, 188.3 , 152.8 ,23.2 ,,,,,,,
     Lāna'i, 626.2 , 539.5 ,16.1 ,,,,,,,
     Kaua'i, 263.8 , 213.1 ,23.8 ,,,,,,,
     Hawai'i Island, 216.1 , 197.8 ,9.2 ,,,,,,,
Visitor arrivals by cruise ships,95.1 ,90.4 ,5.2 ,,,,,,,
PER PERSON PER TRIP SPENDING ($)," 2,146.9 "," 2,133.3 ",0.6 ,,,,,,,
Total by air," 2,175.0 "," 2,150.6 ",1.1 ,,,,,,,
     O'ahu," 1,583.9 "," 1,789.5 ",-11.5 ,,,,,,,
     Maui," 2,322.7 "," 1,993.0 ",16.5 ,,,,,,,
     Moloka'i," 1,026.9 ", 905.4 ,13.4 ,,,,,,,
     Lāna'i," 2,242.3 "," 2,216.9 ",1.1 ,,,,,,,
     Kaua'i," 1,968.6 "," 1,653.8 ",19.0 ,,,,,,,
     Hawai'i Island," 1,702.6 "," 1,632.6 ",4.3 ,,,,,,,
Visitor arrivals by cruise ships,453.5 ,477.7 ,-5.1 ,,,,,,,
,,,#DIV/0!,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
